5Year Mean TMAX,5Year Mean TMIN,5Year Mean PRCP,5Year Mean TAVG
16.466015229249592,5.014255022170811,134.99227274067522,10.739843618095012
17.399211197677452,6.188634639766838,105.51332123294662,11.793800572698716
22.50657765151515,10.693051427738927,104.4272231934732,16.600312937062935
24.628831026550408,13.033425009788862,170.21673793711034,18.83188512394205
28.89512191558442,18.563543235930737,176.40679653679655,23.72971477272727
32.46479554079696,22.000934603386806,125.10135346587315,27.23365598345888
33.32735561497326,23.424984551396317,149.33337492572787,28.376732323232325
33.98472060360194,23.421572899379186,147.8786922982359,28.70288953428811
31.772321142930856,20.440183204334367,90.11408720330238,26.106916653766767
26.87421391158125,14.228796347693526,99.02431516198854,20.551994920402176
20.494681952350835,7.89972831985086,81.9381070164342,14.197892417634852
18.316757398831403,6.779533043174409,120.47050804350616,12.548059177381758
