5Year Mean TMAX,5Year Mean TMIN,5Year Mean PRCP,5Year Mean TAVG
0.8068742351769499,-12.207067688259386,18.737664177721918,-5.700247033807152
-0.8002987522500409,-14.628378370970381,21.809877925053183,-7.71422800482736
5.9993042260677685,-8.308899336506231,22.053530684520062,-1.1547303402114406
11.289020858198352,-3.6308395997293426,33.65313326827192,3.8295173388263293
17.583756103145237,2.589629447271045,54.299476742214,10.086541671292014
24.643811417916517,7.732305457183665,42.60374642825607,16.18867876743635
29.915164852132712,11.077140257296097,25.742819168763543,20.496211822582364
28.883716427694463,10.271183710803609,31.1661887081628,19.577716239947495
24.242272477363834,5.378658831927298,32.769050538315284,14.81129972801699
13.740774616144089,-2.2659670898691955,32.26305577463472,5.737383033691455
7.283828474833582,-7.21310036447495,16.98751664121224,0.035434663149696365
1.9926006379763301,-11.069953272883366,16.80952910879494,-4.538827137991628
