5Year Mean TMAX,5Year Mean TMIN,5Year Mean PRCP,5Year Mean TAVG
7.809368536075231,-0.045683310939233966,145.7341048554319,3.8819997292758743
7.892658474739545,-1.6455368134246704,108.9601588268874,3.12358909828267
11.278267716519702,-0.09436703152251699,85.44279227328316,5.591811635258802
15.272334706425392,2.552108829197028,96.21241106294818,8.912833531740134
19.610379406752077,6.368036449002747,69.30829016685712,12.989352006175153
23.94553449244163,9.505241271724127,44.289975031210986,16.726062840071613
28.55954600122674,11.762450308372374,4.359430290901402,20.16109565069548
28.80104789232923,12.017762177762172,8.260084929843476,20.409729411880253
24.10109616634882,9.0606330464141,51.72103990959408,16.581504446239702
17.737185887180754,4.5447386764636715,66.64178464265198,11.140853860772676
10.486155562468806,0.7772887943262412,121.83888481384551,5.632215195517781
6.990022629096833,-0.03472333739314273,172.28899859183338,3.4776110337449317
