5Year Mean TMAX,5Year Mean TMIN,5Year Mean PRCP,5Year Mean TAVG
-5.9726893155702445,-16.124776807119098,21.036642313439742,-11.048518028666546
-6.247837424679379,-18.570353225481654,24.887956827857305,-12.40890352109926
3.2171811606191874,-8.187419073544998,41.27690774829729,-2.4852385403589636
9.851844970873572,-1.2524492415252335,69.8038350308806,4.30013490883976
19.01287775419187,6.517869707135459,84.08937948589426,12.765384716329939
26.38062548271078,13.30545932182471,74.9239258479806,19.84388584322748
27.51509140563987,15.172260877559548,86.24257756702289,21.34389612409841
26.097387421028667,14.115897080997609,96.88048563957233,20.106592215865387
22.163606673435556,9.961086151181656,80.79995711834144,16.063111704568833
12.958714478567094,2.4580517376397997,69.56799457695203,7.708187281709665
4.595595325260147,-5.038596102495707,31.407141718849225,-0.22154406899229037
-1.9249078549820466,-11.036265889908433,45.63178969326317,-6.480593027701349
