5Year Mean TMAX,5Year Mean TMIN,5Year Mean PRCP,5Year Mean TAVG
8.208615833749283,-2.437379005786331,90.56942708113804,2.885858462462795
10.755274600289562,-1.0410679246852643,110.96854201814367,4.857039853001281
15.26106534382484,1.6502307604586086,77.35384492574366,8.456040325622604
20.092544540144537,5.666914186339186,103.90210853185854,12.880051182976183
23.605558509404823,11.044893786148874,102.7084002970389,17.325443490882087
27.481551880407203,15.330937052168727,117.10470509562674,21.40712791979675
30.727221954358164,18.795701372927834,121.72598895517137,24.761493145220733
29.417384064433236,18.031390498426735,132.33791195465648,23.724683465755874
26.347437168064005,14.058452512213524,93.2480570636115,20.20371333830726
21.075476281835602,8.377522818540907,92.34975814245836,14.726556214728955
14.690283386744687,1.1159687346437344,75.2337313837588,7.904031586906245
10.72963656997531,-1.1860840649253066,95.52919232384286,4.771822239176926
