5Year Mean TMAX,5Year Mean TMIN,5Year Mean PRCP,5Year Mean TAVG
-5.482419860139861,-15.69377444185444,9.219593369593369,-10.588310282310283
-6.965438020320745,-18.898398217013938,10.010485209346793,-12.93156988888264
2.4280766430054563,-10.004990071949393,12.07822304312135,-3.7886001448645517
9.360854448362455,-3.168797585415812,40.14258352625472,3.0968973346083972
19.065025098166682,5.10159705891307,64.09565100616882,12.083406873226675
26.650059996089446,12.238438170883994,73.54627158033468,19.445149982416712
28.382490334013596,14.444495241074563,65.90608624306803,21.41390752420089
27.46847614172654,13.07183035217911,59.598512741738546,20.270154306047086
23.034483088235294,8.462051136747803,56.81119527552401,15.74875396382691
12.019523307977813,0.06322774650472089,45.70642126867489,6.041817833507489
3.9879946676784024,-7.2599708521411825,10.341662091950315,-1.6362703583387386
-2.8894779585407893,-13.449995079399503,21.9529753916327,-8.170249534206537
